order_id,customer_name,gender,category,product,quantity,unit_price,discount,order_date,sales_channel,region,phone,revenue,year,month,day,weekday
1456.0,emily,,groceries,bananas,3.0,999.0,5.0,2024-03-07,retail,unknown,9876543210,-11988.0,2024,3,7,Thursday
1457.0,chen,,groceries,rice,3.0,1500.0,0.0,2024-06-12,wholesale,south,,4500.0,2024,6,12,Wednesday
1458.0,riya,,electronics,tablet,5.0,1500.0,0.0,2024-05-01,online,east,,7500.0,2024,5,1,Wednesday
1459.0,emily,,groceries,bananas,3.0,499.0,5.0,2024-04-09,wholesale,east,,-5988.0,2024,4,9,Tuesday
1462.0,asha,,groceries,rice,4.0,1500.0,15.0,2024-09-25,online,east,9876543210,-84000.0,2024,9,25,Wednesday
1466.0,sam,,clothing,jeans,5.0,199.0,0.0,2024-04-03,retail,west,9876543210,995.0,2024,4,3,Wednesday
1468.0,chen,male,groceries,apples,2.0,499.0,0.0,2024-11-30,unknown,north,9876543119,998.0,2024,11,30,Saturday
1469.0,emily,,groceries,bananas,3.0,999.0,5.0,2024-02-18,wholesale,west,,-11988.0,2024,2,18,Sunday
1472.0,emily,male,electronics,laptop,5.0,199.0,0.0,2024-03-23,retail,north,,995.0,2024,3,23,Saturday
1473.0,chen,female,clothing,shirt,4.0,199.0,0.0,2025-01-16,retail,unknown,9988776655,796.0,2025,1,16,Thursday
1474.0,ahmed,female,electronics,tablet,1.0,999.0,15.0,2024-12-26,online,north,9876543210,-13986.0,2024,12,26,Thursday
1476.0,sam,male,groceries,apples,4.0,999.0,5.0,2024-02-25,online,west,,-15984.0,2024,2,25,Sunday
1477.0,wei,,clothing,jacket,3.0,499.0,15.0,2024-03-01,unknown,north,,-20958.0,2024,3,1,Friday
1478.0,asha,female,electronics,mobile,5.0,1500.0,10.0,2025-05-11,online,east,,-67500.0,2025,5,11,Sunday
1480.0,wei,,clothing,shirt,5.0,499.0,0.0,2024-08-05,wholesale,east,9876543119,2495.0,2024,8,5,Monday
1483.0,john,male,clothing,jacket,3.0,499.0,10.0,2024-07-06,retail,north,,-13473.0,2024,7,6,Saturday
1488.0,wei,male,groceries,rice,5.0,499.0,15.0,2024-12-07,unknown,south,9988776655,-34930.0,2024,12,7,Saturday
1490.0,john,,electronics,tablet,1.0,1500.0,0.0,2024-10-21,online,west,9988776655,1500.0,2024,10,21,Monday
1491.0,ahmed,female,clothing,shirt,4.0,199.0,0.0,2024-02-21,wholesale,unknown,9988776655,796.0,2024,2,21,Wednesday
1492.0,chen,,electronics,laptop,5.0,1500.0,10.0,2024-11-10,online,unknown,9876543210,-67500.0,2024,11,10,Sunday
1496.0,chen,male,groceries,rice,4.0,499.0,10.0,2024-02-27,wholesale,south,,-17964.0,2024,2,27,Tuesday
